TimePeriod,GeoType,GeoID,GeoRank,Geography,Asian alone (percent),Black alone (percent),Hispanic alone (percent),Non-white (percent),Total population,White alone (percent)
2012-16,NTA2010,8508,8,Grymes Hill-Clifton-Fox Hills,9.6,30.5,27.5,71.2,"21,636",28.8
2012-16,NTA2010,8511,8,Charleston-Richmond Valley-Tottenville,4.9,0.9,9.6,17.4,"24,794",82.6
2012-16,NTA2010,8512,8,Mariner's Harbor-Arlington-Port Ivory-Graniteville,10.1,30.2,34.6,76.9,"29,956",23.1
2012-16,NTA2010,8514,8,Grasmere-Arrochar-Ft. Wadsworth,12.7,6.0,14.7,35.9,"15,896",64.1
2012-16,NTA2010,8522,8,West New Brighton-New Brighton-St. George,5.8,35.7,30.4,76.4,"33,175",23.6
2012-16,NTA2010,8524,8,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,15.4,2.2,10.3,29.4,"32,276",70.6
2012-16,NTA2010,8525,8,Oakwood-Oakwood Beach,2.2,2.6,12.1,17.8,"20,618",82.2
2012-16,NTA2010,8528,8,Port Richmond,6.3,15.2,34.9,59.8,"19,141",40.2
2012-16,NTA2010,8532,8,Rossville-Woodrow,4.6,0.1,9.3,15.6,"21,397",84.4
2012-16,NTA2010,8535,8,New Brighton-Silver Lake,4.6,9.7,28.9,45.3,"18,083",54.7
2012-16,NTA2010,8536,8,Old Town-Dongan Hills-South Beach,8.5,4.4,15.9,30.5,"24,927",69.5
2012-16,NTA2010,8537,8,Stapleton-Rosebank,8.8,19.4,32.4,63.4,"26,247",36.6
2012-16,NTA2010,8545,8,New Dorp-Midland Beach,7.4,1.0,14.2,23.3,"21,358",76.7
2012-16,NTA2010,8548,8,Arden Heights,6.5,1.5,12.7,22.1,"26,482",77.9
2012-16,NTA2010,8554,8,Great Kills,5.6,0.2,8.8,15.5,"43,602",84.5
2012-16,CD,101,6,Financial District (CD1),15.9,2.2,7.0,28.4,"155,488",71.6
2012-16,CD,102,6,Greenwich Village and Soho (CD2),15.9,2.2,7.0,28.4,"155,488",71.6
2012-16,CD,103,6,Lower East Side and Chinatown (CD3),31.0,7.9,24.9,66.9,"160,709",33.1
2012-16,CD,104,6,Clinton and Chelsea (CD4),16.2,5.4,14.6,39.1,"149,309",60.9
2012-16,CD,105,6,Midtown (CD5),16.2,5.4,14.6,39.1,"149,309",60.9
2012-16,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),15.8,3.2,8.7,30.6,"146,750",69.4
2012-16,CD,107,6,Upper West Side (CD7),9.2,6.0,14.4,32.3,"193,710",67.7
2012-16,CD,108,6,Upper East Side (CD8),9.3,2.8,9.0,24.0,"221,922",76.0
2012-16,CD,109,6,Morningside Heights and Hamilton Heights (CD9),8.3,21.5,37.9,71.4,"129,881",28.6
2012-16,CD,110,6,Central Harlem (CD10),3.2,57.1,23.6,86.9,"135,967",13.1
2012-16,CD,111,6,East Harlem (CD11),7.6,29.5,45.6,84.9,"120,808",15.1
2012-16,CD,112,6,Washington Heights and Inwood (CD12),2.7,7.8,70.1,82.2,"218,680",17.8
2012-16,CD,201,6,Mott Haven and Melrose (CD1),0.8,26.6,70.1,98.7,"153,816",1.3
2012-16,CD,202,6,Hunts Point and Longwood (CD2),0.8,26.6,70.1,98.7,"153,816",1.3
2012-16,CD,203,6,Morrisania and Crotona (CD3),0.8,30.1,63.5,95.5,"170,381",4.5
2012-16,CD,204,6,Highbridge and Concourse (CD4),1.7,30.8,64.1,98.3,"141,055",1.7
2012-16,CD,205,6,Fordham and University Heights (CD5),1.5,27.4,68.8,98.7,"136,982",1.3
2012-16,CD,206,6,Belmont and East Tremont (CD6),0.8,30.1,63.5,95.5,"170,381",4.5
2012-16,CD,207,6,Kingsbridge Heights and Bedford (CD7),6.1,15.4,69.6,93.4,"129,955",6.6
2012-16,CD,208,6,Riverdale and Fieldston (CD8),5.2,12.4,47.7,67.6,"109,810",32.4
2012-16,CD,209,6,Parkchester and Soundview (CD9),7.1,28.8,58.4,97.3,"189,433",2.7
2012-16,CD,210,6,Throgs Neck and Co-op City (CD10),3.0,28.5,37.1,70.7,"122,293",29.3
2012-16,CD,211,6,Morris Park and Bronxdale (CD11),7.6,21.5,47.0,78.2,"129,501",21.8
2012-16,CD,212,6,Williamsbridge and Baychester (CD12),2.6,65.5,22.6,93.1,"144,279",6.9
2012-16,CD,301,6,Greenpoint and Williamsburg (CD1),7.3,4.2,23.3,37.0,"157,433",63.0
2012-16,CD,302,6,Fort Greene and Brooklyn Heights (CD2),9.2,26.2,15.8,55.3,"135,328",44.7
2012-16,CD,303,6,Bedford Stuyvesant (CD3),3.2,53.0,18.8,76.9,"142,689",23.1
2012-16,CD,304,6,Bushwick (CD4),4.8,18.3,60.5,85.2,"135,837",14.8
2012-16,CD,305,6,East New York and Starrett City (CD5),4.5,52.2,37.1,96.2,"155,735",3.8
2012-16,CD,306,6,Park Slope and Carroll Gardens (CD6),6.4,6.8,17.5,35.4,"116,344",64.6
2012-16,CD,307,6,Sunset Park (CD7),32.4,2.6,41.2,77.7,"151,258",22.3
2012-16,CD,308,6,Crown Heights and Prospect Heights (CD8),3.7,59.3,12.2,78.7,"127,627",21.3
2012-16,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),1.8,66.3,9.6,80.2,"111,325",19.8
2012-16,CD,310,6,Bay Ridge and Dyker Heights (CD10),24.0,1.5,15.4,42.7,"125,011",57.3
2012-16,CD,311,6,Bensonhurst (CD11),39.1,0.9,14.4,55.8,"189,076",44.2
2012-16,CD,312,6,Borough Park (CD12),14.0,2.3,10.9,29.3,"164,842",70.7
2012-16,CD,313,6,Coney Island (CD13),14.5,10.6,15.0,42.5,"109,876",57.5
2012-16,CD,314,6,Flatbush and Midwood (CD14),10.5,32.0,15.1,60.4,"162,030",39.6
2012-16,CD,315,6,Sheepshead Bay (CD15),15.9,3.8,9.1,30.9,"150,931",69.1
2012-16,CD,316,6,Brownsville (CD16),1.5,74.2,21.1,97.9,"123,596",2.1
2012-16,CD,317,6,East Flatbush (CD17),1.4,87.3,7.4,97.8,"138,635",2.2
2012-16,CD,318,6,Flatlands and Canarsie (CD18),4.4,63.0,8.0,77.0,"208,904",23.0
2012-16,CD,401,6,Long Island City and Astoria (CD1),15.9,6.3,27.2,52.2,"172,468",47.8
2012-16,CD,402,6,Woodside and Sunnyside (CD2),35.2,1.3,33.2,71.9,"139,088",28.1
2012-16,CD,403,6,Jackson Heights (CD3),16.9,4.8,66.7,90.0,"180,562",10.0
2012-16,CD,404,6,Elmhurst and Corona (CD4),33.2,7.9,50.7,93.7,"142,289",6.3
2012-16,CD,405,6,Ridgewood and Maspeth (CD5),8.4,1.4,35.8,46.9,"174,137",53.1
2012-16,CD,406,6,Rego Park and Forest Hills (CD6),27.2,2.9,15.7,48.8,"114,637",51.2
2012-16,CD,407,6,Flushing and Whitestone (CD7),52.1,2.1,17.6,74.4,"250,162",25.6
2012-16,CD,408,6,Hillcrest and Fresh Meadows (CD8),33.9,11.4,18.6,68.4,"162,501",31.6
2012-16,CD,409,6,Kew Gardens and Woodhaven (CD9),26.3,5.8,41.8,82.2,"154,815",17.8
2012-16,CD,410,6,South Ozone Park and Howard Beach (CD10),21.0,15.1,25.7,78.4,"137,073",21.6
2012-16,CD,411,6,Bayside and Little Neck (CD11),42.7,1.8,11.8,58.7,"119,880",41.3
2012-16,CD,412,6,Jamaica and Hollis (CD12),11.6,62.1,16.9,98.3,"239,699",1.7
2012-16,CD,413,6,Queens Village (CD13),15.0,56.1,11.7,88.3,"200,824",11.7
2012-16,CD,414,6,Rockaway and Broad Channel (CD14),3.9,35.4,23.5,65.0,"121,510",35.0
2012-16,CD,501,6,St. George and Stapleton (CD1),7.5,22.1,29.3,62.0,"172,369",38.0
2012-16,CD,502,6,South Beach and Willowbrook (CD2),12.5,3.7,13.6,31.7,"135,364",68.3
2012-16,CD,503,6,Tottenville and Great Kills (CD3),4.7,0.9,9.7,16.4,"165,591",83.6
2012-16,Subboro,1,5,Mott Haven/Hunts Point,0.8,28.2,68.2,98.4,"161,319",1.6
2012-16,Subboro,2,5,Morrisania/East Tremont,0.8,30.1,63.5,95.5,"171,849",4.5
2012-16,Subboro,3,5,Highbridge/South Concourse,1.7,30.8,64.1,98.3,"141,055",1.7
2012-16,Subboro,4,5,University Heights/Fordham,1.5,27.4,68.8,98.7,"136,982",1.3
2012-16,Subboro,5,5,Kingsbridge Heights/Mosholu,6.1,15.4,69.6,93.4,"129,955",6.6
2012-16,Subboro,6,5,Riverdale/Kingsbridge,5.2,12.4,47.7,67.6,"109,810",32.4
2012-16,Subboro,7,5,Soundview/Parkchester,7.1,28.8,58.4,97.2,"189,556",2.8
2012-16,Subboro,8,5,Throgs Neck/Co-op City,3.0,28.5,37.1,70.7,"122,417",29.3
2012-16,Subboro,9,5,Pelham Parkway,7.6,21.5,47.0,78.2,"129,501",21.8
2012-16,Subboro,10,5,Williamsbridge/Baychester,2.6,65.5,22.6,93.1,"144,341",6.9
2012-16,Subboro,11,5,Williamsburg/Greenpoint,7.3,4.2,23.3,37.0,"157,433",63.0
2012-16,Subboro,12,5,Brooklyn Heights/Fort Greene,9.2,26.1,15.8,55.3,"135,679",44.7
2012-16,Subboro,13,5,Bedford Stuyvesant,3.2,53.0,18.8,76.9,"142,689",23.1
2012-16,Subboro,14,5,Bushwick,4.8,18.3,60.5,85.2,"135,837",14.8
2012-16,Subboro,15,5,East New York/Starret City,4.5,52.2,37.1,96.2,"155,735",3.8
2012-16,Subboro,16,5,Park Slope/Carroll Gardens,6.4,6.8,17.5,35.4,"116,344",64.6
2012-16,Subboro,17,5,Sunset Park,32.4,2.6,41.2,77.7,"151,258",22.3
2012-16,Subboro,18,5,N. Crown Heights/Prospect Heights,3.7,59.3,12.2,78.7,"127,627",21.3
2012-16,Subboro,19,5,South Crown Heights,1.8,66.3,9.6,80.2,"111,325",19.8
2012-16,Subboro,20,5,Bay Ridge,24.0,1.5,15.4,42.7,"125,011",57.3
2012-16,Subboro,21,5,Bensonhurst,39.1,0.9,14.4,55.8,"189,076",44.2
2012-16,Subboro,22,5,Borough Park,14.0,2.3,10.9,29.3,"164,842",70.7
2012-16,Subboro,23,5,Coney Island,14.5,10.6,15.0,42.5,"109,876",57.5
2012-16,Subboro,24,5,Flatbush,10.5,32.0,15.1,60.4,"162,030",39.6
2012-16,Subboro,25,5,Sheepshead Bay/Gravesend,15.9,3.8,9.1,30.9,"150,931",69.1
2012-16,Subboro,26,5,Brownsville/Ocean Hill,1.5,74.2,21.1,97.9,"123,596",2.1
2012-16,Subboro,27,5,East Flatbush,1.4,87.3,7.4,97.8,"138,643",2.2
2012-16,Subboro,28,5,Flatlands/Canarsie,4.4,63.0,8.0,77.0,"208,920",23.0
2012-16,Subboro,29,5,Greenwich Village/Financial District,15.9,2.2,7.0,28.4,"155,488",71.6
2012-16,Subboro,30,5,Lower East Side/Chinatown,31.0,7.9,24.9,66.9,"160,709",33.1
2012-16,Subboro,31,5,Chelsea/Clinton/Midtown,16.2,5.4,14.6,39.1,"149,309",60.9
2012-16,Subboro,32,5,Stuyvesant Town/Turtle Bay,15.8,3.2,8.7,30.6,"146,750",69.4
2012-16,Subboro,33,5,Upper West Side,9.2,6.0,14.4,32.3,"193,715",67.7
2012-16,Subboro,34,5,Upper East Side,9.3,2.8,9.0,24.0,"221,922",76.0
2012-16,Subboro,35,5,Morningside Heights/Hamilton Heights,8.3,21.5,37.9,71.4,"129,881",28.6
2012-16,Subboro,36,5,Central Harlem,3.2,57.1,23.6,86.9,"135,967",13.1
2012-16,Subboro,37,5,East Harlem,7.5,29.8,45.2,84.8,"122,550",15.2
2012-16,Subboro,38,5,Washington Heights/Inwood,2.7,7.8,70.1,82.2,"218,698",17.8
2012-16,Subboro,39,5,Astoria,15.9,6.3,27.2,52.2,"172,468",47.8
2012-16,Subboro,40,5,Sunnyside/Woodside,35.2,1.3,33.2,71.9,"139,088",28.1
2012-16,Subboro,41,5,Jackson Heights,16.9,4.8,66.7,90.0,"180,562",10.0
2012-16,Subboro,42,5,Elmhurst/Corona,33.2,7.9,50.7,93.7,"142,289",6.3
2012-16,Subboro,43,5,Middle Village/Ridgewood,8.4,1.5,35.8,46.9,"174,240",53.1
2012-16,Subboro,44,5,Forest Hills/Rego Park,27.2,2.9,15.7,48.8,"114,637",51.2
2012-16,Subboro,45,5,Flushing/Whitestone,52.1,2.1,17.6,74.4,"250,162",25.6
2012-16,Subboro,46,5,Hillcrest/Fresh Meadows,33.9,11.4,18.6,68.4,"162,548",31.6
2012-16,Subboro,47,5,Kew Gardens/Woodhaven,26.3,5.8,41.8,82.1,"154,987",17.9
2012-16,Subboro,48,5,Howard Beach/South Ozone Park,21.0,15.1,25.7,78.4,"137,073",21.6
2012-16,Subboro,49,5,Bayside/Little Neck,42.7,1.8,11.8,58.7,"119,917",41.3
2012-16,Subboro,50,5,Jamaica,11.6,62.1,16.9,98.3,"239,699",1.7
2012-16,Subboro,51,5,Bellerose/Rosedale,15.0,56.1,11.7,88.3,"200,852",11.7
2012-16,Subboro,52,5,Rockaways,3.9,35.3,23.5,65.0,"121,517",35.0
2012-16,Subboro,53,5,North Shore,7.5,22.1,29.3,62.0,"172,369",38.0
2012-16,Subboro,54,5,Mid Island,12.5,3.7,13.6,31.7,"135,323",68.3
2012-16,Subboro,55,5,South Shore,4.7,0.9,9.7,16.4,"165,632",83.6
2012-16,UHF42,101,4,Kingsbridge - Riverdale,4.8,10.9,43.8,61.8,"93,258",38.2
2012-16,UHF42,102,4,Northeast Bronx,3.3,58.6,25.5,90.0,"202,632",10.0
2012-16,UHF42,103,4,Fordham - Bronx Pk,4.4,23.0,63.0,92.4,"260,280",7.6
2012-16,UHF42,104,4,Pelham - Throgs Neck,7.1,20.7,52.6,82.7,"309,020",17.3
2012-16,UHF42,105,4,Crotona -Tremont,1.4,28.0,67.8,98.3,"214,792",1.7
2012-16,UHF42,106,4,High Bridge - Morrisania,1.3,33.0,62.4,98.4,"216,289",1.6
2012-16,UHF42,107,4,Hunts Point - Mott Haven,0.8,25.9,70.8,98.7,"142,482",1.3
2012-16,UHF42,201,4,Greenpoint,5.5,3.6,21.8,33.2,"135,659",66.8
2012-16,UHF42,202,4,Downtown - Heights - Slope,7.9,13.5,17.3,42.9,"249,816",57.1
2012-16,UHF42,203,4,Bedford Stuyvesant - Crown Heights,2.9,65.9,13.6,84.8,"333,870",15.2
2012-16,UHF42,204,4,East New York,3.7,54.4,37.0,97.2,"188,966",2.8
2012-16,UHF42,205,4,Sunset Park,36.3,2.3,44.8,85.0,"130,393",15.0
2012-16,UHF42,206,4,Borough Park,22.0,4.2,12.5,40.6,"339,383",59.4
2012-16,UHF42,207,4,East Flatbush - Flatbush,2.8,69.5,10.9,85.7,"306,465",14.3
2012-16,UHF42,208,4,Canarsie - Flatlands,4.0,64.7,8.6,78.9,"208,063",21.1
2012-16,UHF42,209,4,Bensonhurst - Bay Ridge,28.0,1.2,14.4,45.2,"205,714",54.8
2012-16,UHF42,210,4,Coney Island - Sheepshead Bay,17.2,6.2,12.0,37.5,"284,325",62.5
2012-16,UHF42,211,4,Williamsburg - Bushwick,5.7,26.8,45.5,79.6,"224,198",20.4
2012-16,UHF42,301,4,Washington Heights,2.9,11.7,65.6,82.4,"272,304",17.6
2012-16,UHF42,302,4,Central Harlem - Morningside Heights,5.4,50.6,24.8,84.0,"180,601",16.0
2012-16,UHF42,303,4,East Harlem,7.5,28.3,46.6,84.9,"113,598",15.1
2012-16,UHF42,304,4,Upper West Side,9.2,6.0,15.8,33.7,"218,771",66.3
2012-16,UHF42,305,4,Upper East Side,9.4,2.9,9.0,24.2,"222,810",75.8
2012-16,UHF42,306,4,Chelsea - Clinton,16.1,5.5,14.3,38.8,"148,912",61.2
2012-16,UHF42,307,4,Gramercy Park - Murray Hill,16.6,3.2,8.8,31.5,"130,093",68.5
2012-16,UHF42,308,4,Greenwich Village - SoHo,17.4,2.6,6.7,30.5,"84,211",69.5
2012-16,UHF42,309,4,Union Square - Lower East Side,24.9,6.4,20.8,55.0,"194,662",45.0
2012-16,UHF42,310,4,Lower Manhattan,24.0,3.8,11.5,42.4,"59,551",57.6
2012-16,UHF42,401,4,Long Island City - Astoria,17.3,5.3,26.8,52.3,"206,888",47.7
2012-16,UHF42,402,4,West Queens,26.1,5.7,51.7,85.2,"470,128",14.8
2012-16,UHF42,403,4,Flushing - Clearview,51.0,2.0,17.1,72.8,"261,013",27.2
2012-16,UHF42,404,4,Bayside - Little Neck,42.9,2.1,11.6,59.0,"90,165",41.0
2012-16,UHF42,405,4,Ridgewood - Forest Hills,16.3,2.1,27.5,47.9,"253,771",52.1
2012-16,UHF42,406,4,Fresh Meadows,35.7,6.4,16.3,61.7,"101,322",38.3
2012-16,UHF42,407,4,Southwest Queens,23.8,10.2,34.2,80.3,"291,881",19.7
2012-16,UHF42,408,4,Jamaica,17.3,50.9,18.2,93.5,"313,235",6.5
2012-16,UHF42,409,4,Southeast Queens,17.7,43.3,12.6,78.5,"315,973",21.5
2012-16,UHF42,410,4,Rockaways,3.9,35.3,23.5,65.0,"121,517",35.0
2012-16,UHF42,501,4,Port Richmond,7.1,25.0,35.5,70.0,"66,570",30.0
2012-16,UHF42,502,4,Stapleton - St. George,8.8,18.0,22.8,52.8,"123,106",47.2
2012-16,UHF42,503,4,Willowbrook,13.9,4.1,14.3,34.6,"88,585",65.4
2012-16,UHF42,504,4,South Beach - Tottenville,5.0,1.1,10.6,17.8,"195,063",82.2
2012-16,Borough,1,1,Bronx,3.6,29.5,55.4,90.4,"1,436,785",9.6
2012-16,Borough,2,1,Brooklyn,11.6,30.9,19.4,64.2,"2,606,852",35.8
2012-16,Borough,3,1,Manhattan,11.7,12.6,25.9,52.9,"1,634,989",47.1
2012-16,Borough,4,1,Queens,24.6,17.3,28.0,74.4,"2,310,011",25.6
2012-16,Borough,5,1,Staten Island,7.9,9.4,18.0,37.4,"473,324",62.6
2012-16,Citywide,1,0,New York City,13.6,22.2,29.0,67.7,"8,461,961",32.3
2011-15,NTA2010,501,8,Claremont-Bathgate,0.1,39.5,58.2,99.0,"33,891",1.0
2011-15,NTA2010,503,8,Eastchester-Edenwald-Baychester,2.0,66.1,25.8,96.3,"35,535",3.7
2011-15,NTA2010,505,8,Bedford Park-Fordham North,4.4,16.2,69.0,91.8,"55,274",8.2
2011-15,NTA2010,506,8,Belmont,1.6,14.1,61.7,79.3,"28,552",20.7
2011-15,NTA2010,507,8,Bronxdale,3.8,29.2,53.7,88.7,"36,685",11.3
2011-15,NTA2010,508,8,West Farms-Bronx River,3.4,24.9,65.8,96.9,"36,493",3.1
2011-15,NTA2010,509,8,Soundview-Castle Hill-Clason Point-Harding Park,2.1,34.9,59.0,97.7,"54,468",2.3
2011-15,NTA2010,510,8,Pelham Bay-Country Club-City Island,4.8,2.9,36.4,44.5,"27,498",55.5
2011-15,NTA2010,513,8,Co-op City,1.0,59.3,29.3,92.4,"47,942",7.6
2011-15,NTA2010,514,8,East Concourse-Concourse Village,1.9,35.2,58.8,98.4,"64,598",1.6
2011-15,NTA2010,517,8,East Tremont,0.9,28.4,68.3,98.3,"44,400",1.7
2011-15,NTA2010,522,8,North Riverdale-Fieldston-Riverdale,6.6,6.3,20.3,34.9,"27,380",65.1
2011-15,NTA2010,526,8,Highbridge,0.3,33.5,64.1,98.4,"39,240",1.6
2011-15,NTA2010,527,8,Hunts Point,0.6,23.6,73.9,99.0,"26,974",1.0
2011-15,NTA2010,528,8,Van Cortlandt Village,4.6,19.6,64.9,91.2,"50,467",8.8
2011-15,NTA2010,529,8,Spuyten Duyvil-Kingsbridge,4.9,8.0,37.0,52.9,"31,578",47.1
2011-15,NTA2010,530,8,Kingsbridge Heights,4.1,17.4,73.9,96.9,"31,111",3.1
2011-15,NTA2010,531,8,Allerton-Pelham Gardens,8.6,33.1,30.8,75.1,"33,570",24.9
2011-15,NTA2010,533,8,Longwood,1.9,22.0,73.9,98.7,"27,545",1.3
2011-15,NTA2010,534,8,Melrose South-Mott Haven North,0.5,31.9,64.3,97.9,"41,722",2.1
2011-15,NTA2010,535,8,Morrisania-Melrose,0.4,33.7,62.6,98.5,"40,567",1.5
2011-15,NTA2010,536,8,University Heights-Morris Heights,1.8,29.0,67.1,98.6,"54,598",1.4
2011-15,NTA2010,537,8,Van Nest-Morris Park-Westchester Square,10.4,10.7,53.0,76.0,"30,867",24.0
2011-15,NTA2010,539,8,Mott Haven-Port Morris,0.5,25.3,71.8,98.7,"54,886",1.3
2011-15,NTA2010,540,8,Fordham South,0.9,25.5,71.3,98.5,"27,310",1.5
2011-15,NTA2010,541,8,Mount Hope,1.6,25.8,69.4,98.5,"53,686",1.5
2011-15,NTA2010,543,8,Norwood,11.4,15.4,59.9,89.2,"42,225",10.8
2011-15,NTA2010,544,8,Williamsbridge-Olinville,1.7,68.8,24.5,97.2,"63,712",2.8
2011-15,NTA2010,546,8,Parkchester,14.0,42.6,38.1,98.0,"30,584",2.0
2011-15,NTA2010,549,8,Pelham Parkway,10.4,13.4,41.6,66.8,"29,714",33.2
2011-15,NTA2010,552,8,Schuylerville-Throgs Neck-Edgewater Park,4.0,9.3,42.8,58.3,"48,479",41.7
2011-15,NTA2010,555,8,Soundview-Bruckner,6.1,25.0,62.3,97.5,"36,662",2.5
2011-15,NTA2010,559,8,Westchester-Unionport,14.3,16.2,62.0,95.3,"27,830",4.7
2011-15,NTA2010,562,8,Woodlawn-Wakefield,3.2,59.7,17.7,82.8,"43,859",17.2
2011-15,NTA2010,563,8,West Concourse,2.3,24.0,69.8,98.3,"37,510",1.7
2011-15,NTA2010,575,8,Crotona Park East,0.8,30.0,66.8,99.1,"21,473",0.9
2011-15,NTA2010,4709,8,Brooklyn Heights-Cobble Hill,8.8,5.4,8.2,26.8,"23,839",73.2
2011-15,NTA2010,4717,8,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,15.8,6.9,8.4,32.3,"64,254",67.7
2011-15,NTA2010,4719,8,Brighton Beach,14.3,1.0,12.1,29.6,"33,423",70.4
2011-15,NTA2010,4721,8,Seagate-Coney Island,10.8,30.5,25.4,68.6,"29,344",31.4
2011-15,NTA2010,4723,8,West Brighton,0.8,0.6,2.7,4.5,"15,606",95.5
2011-15,NTA2010,4725,8,Homecrest,11.5,1.0,8.8,23.0,"44,738",77.0
2011-15,NTA2010,4726,8,Gravesend,24.1,9.2,13.8,48.6,"29,445",51.4
2011-15,NTA2010,4727,8,Bath Beach,34.6,2.0,17.0,54.9,"33,072",45.1
2011-15,NTA2010,4728,8,Bensonhurst West,40.5,0.9,14.8,57.2,"92,433",42.8
2011-15,NTA2010,4729,8,Bensonhurst East,38.4,0.7,11.3,51.6,"63,882",48.4
2011-15,NTA2010,4730,8,Dyker Heights,40.2,0.6,10.8,52.7,"47,157",47.3
2011-15,NTA2010,4731,8,Bay Ridge,14.5,1.8,17.6,36.0,"82,560",64.0
2011-15,NTA2010,4732,8,Sunset Park West,14.6,3.1,65.1,84.2,"57,891",15.8
2011-15,NTA2010,4733,8,Carroll Gardens-Columbia Street-Red Hook,5.4,10.5,20.1,39.5,"40,984",60.5
2011-15,NTA2010,4734,8,Sunset Park East,51.8,1.5,31.9,86.9,"72,140",13.1
2011-15,NTA2010,4735,8,Stuyvesant Heights,2.2,68.5,19.4,92.0,"66,779",8.0
2011-15,NTA2010,4737,8,Park Slope-Gowanus,7.2,4.9,17.8,34.4,"74,926",65.6
2011-15,NTA2010,4738,8,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,10.2,20.2,21.2,55.0,"40,914",45.0
2011-15,NTA2010,4740,8,Windsor Terrace,10.9,5.0,14.9,34.0,"22,581",66.0
2011-15,NTA2010,4741,8,Kensington-Ocean Parkway,22.2,6.5,16.7,49.3,"37,361",50.7
2011-15,NTA2010,4742,8,Flatbush,10.1,46.5,17.4,77.1,"107,852",22.9
2011-15,NTA2010,4743,8,Midwood,11.2,4.2,8.4,24.9,"53,353",75.1
2011-15,NTA2010,4744,8,Madison,23.4,1.1,7.9,33.6,"40,527",66.4
2011-15,NTA2010,4745,8,Georgetown-Marine Park-Bergen Beach-Mill Basin,7.6,12.6,10.9,33.0,"48,205",67.0
2011-15,NTA2010,4746,8,Ocean Parkway South,4.5,0.9,8.9,17.3,"20,874",82.7
2011-15,NTA2010,4750,8,Canarsie,2.9,83.2,7.3,95.2,"87,372",4.8
2011-15,NTA2010,4758,8,Flatlands,4.2,71.6,7.3,84.7,"72,552",15.3
2011-15,NTA2010,4760,8,Prospect Lefferts Gardens-Wingate,2.3,71.9,10.2,86.9,"69,600",13.1
2011-15,NTA2010,4761,8,Crown Heights North,2.8,68.0,12.9,86.4,"104,941",13.6
2011-15,NTA2010,4763,8,Crown Heights South,1.1,60.5,8.8,72.9,"42,088",27.1
2011-15,NTA2010,4764,8,Prospect Heights,8.0,27.1,10.9,51.1,"20,469",48.9
2011-15,NTA2010,4768,8,Fort Greene,9.9,36.1,22.2,71.8,"28,620",28.2
2011-15,NTA2010,4769,8,Clinton Hill,6.6,37.9,12.7,61.7,"38,134",38.3
2011-15,NTA2010,4772,8,Williamsburg,0.4,3.4,8.5,12.8,"32,528",87.2
2011-15,NTA2010,4773,8,North Side-South Side,6.7,2.7,34.5,46.6,"52,985",53.4
2011-15,NTA2010,4775,8,Bedford,2.3,43.5,18.7,66.6,"73,125",33.4
2011-15,NTA2010,4776,8,Greenpoint,5.0,1.8,11.8,21.9,"32,752",78.1
2011-15,NTA2010,4777,8,Bushwick North,6.8,9.2,69.2,86.5,"62,018",13.5
2011-15,NTA2010,4778,8,Bushwick South,3.0,24.5,57.5,86.7,"74,712",13.3
2011-15,NTA2010,4779,8,Ocean Hill,1.6,74.7,19.0,96.8,"33,142",3.2
2011-15,NTA2010,4781,8,Brownsville,1.4,76.3,20.2,99.0,"62,106",1.0
2011-15,NTA2010,4782,8,East New York,2.5,66.7,27.2,98.6,"93,126",1.4
2011-15,NTA2010,4783,8,Cypress Hills-City Line,7.1,25.4,60.6,96.1,"48,174",3.9
2011-15,NTA2010,4785,8,East New York (Pennsylvania Ave),0.9,70.7,25.2,97.8,"30,499",2.2
2011-15,NTA2010,4788,8,Borough Park,12.0,0.8,10.5,24.1,"107,137",75.9
2011-15,NTA2010,4790,8,East Williamsburg,13.9,8.9,30.2,54.8,"35,292",45.2
2011-15,NTA2010,4791,8,East Flatbush-Farragut,1.6,89.4,5.6,98.5,"52,576",1.5
2011-15,NTA2010,4793,8,Starrett City,2.8,50.5,20.1,75.0,"12,819",25.0
2011-15,NTA2010,4795,8,Erasmus,1.4,82.7,10.2,96.4,"28,262",3.6
2011-15,NTA2010,4796,8,Rugby-Remsen Village,0.9,90.2,6.0,98.4,"55,684",1.6
2011-15,NTA2010,6101,8,Marble Hill-Inwood,1.9,6.7,75.0,85.5,"52,026",14.5
2011-15,NTA2010,6103,8,Central Harlem North-Polo Grounds,2.1,61.5,24.5,91.3,"82,898",8.7
2011-15,NTA2010,6104,8,Hamilton Heights,3.1,29.7,48.5,85.0,"51,981",15.0
2011-15,NTA2010,6106,8,Manhattanville,3.0,30.9,54.7,90.2,"23,895",9.8
2011-15,NTA2010,6109,8,Morningside Heights,15.6,12.2,21.2,52.0,"55,281",48.0
2011-15,NTA2010,6111,8,Central Harlem South,4.8,53.1,20.2,80.7,"48,993",19.3
2011-15,NTA2010,6112,8,Upper West Side,7.6,7.8,16.6,34.8,"134,523",65.2
2011-15,NTA2010,6113,8,Hudson Yards-Chelsea-Flatiron-Union Square,14.0,6.3,13.9,37.1,"77,859",62.9
2011-15,NTA2010,6114,8,Lincoln Square,10.7,2.7,9.5,25.8,"59,921",74.2
