TimePeriod,GeoType,GeoID,GeoRank,Geography,Asian alone (percent),Black alone (percent),Hispanic alone (percent),Non-white (percent),Total population,White alone (percent)
2011-15,NTA2010,6115,8,Clinton,14.9,5.5,21.2,44.5,"43,450",55.5
2011-15,NTA2010,6117,8,Midtown-Midtown South,20.9,3.7,7.5,35.0,"28,095",65.0
2011-15,NTA2010,6119,8,Turtle Bay-East Midtown,14.9,1.7,6.2,24.7,"49,761",75.3
2011-15,NTA2010,6120,8,Murray Hill-Kips Bay,17.7,4.4,11.6,36.6,"47,696",63.4
2011-15,NTA2010,6121,8,Gramercy,14.3,4.5,7.0,29.0,"27,748",71.0
2011-15,NTA2010,6122,8,East Village,14.1,4.8,10.5,31.9,"43,217",68.1
2011-15,NTA2010,6123,8,West Village,9.0,1.9,5.9,20.0,"66,619",80.0
2011-15,NTA2010,6124,8,SoHo-TriBeCa-Civic Center-Little Italy,21.4,2.3,6.4,34.8,"42,212",65.2
2011-15,NTA2010,6125,8,Battery Park City-Lower Manhattan,20.4,2.7,8.7,34.7,"44,436",65.3
2011-15,NTA2010,6127,8,Chinatown,59.9,4.8,13.5,82.8,"45,325",17.2
2011-15,NTA2010,6128,8,Lower East Side,25.3,11.2,39.5,79.6,"75,428",20.4
2011-15,NTA2010,6131,8,Lenox Hill-Roosevelt Island,11.9,4.2,7.8,26.7,"80,705",73.3
2011-15,NTA2010,6132,8,Yorkville,8.0,2.8,9.4,22.8,"81,831",77.2
2011-15,NTA2010,6133,8,East Harlem South,9.8,24.2,43.3,79.9,"58,604",20.1
2011-15,NTA2010,6134,8,East Harlem North,5.3,34.2,50.2,92.1,"61,377",7.9
2011-15,NTA2010,6135,8,Washington Heights North,2.9,5.0,64.9,74.3,"72,794",25.7
2011-15,NTA2010,6136,8,Washington Heights South,3.0,10.8,72.8,88.3,"91,667",11.7
2011-15,NTA2010,6140,8,Upper East Side-Carnegie Hill,5.8,1.1,6.1,15.3,"58,161",84.7
2011-15,NTA2010,6150,8,Stuyvesant Town-Cooper Village,14.3,3.6,7.2,27.3,"21,263",72.7
2011-15,NTA2010,8101,8,South Jamaica,6.7,66.0,18.4,99.5,"40,690",0.5
2011-15,NTA2010,8102,8,Springfield Gardens North,1.3,89.3,7.1,98.8,"27,003",1.2
2011-15,NTA2010,8103,8,Springfield Gardens South-Brookville,1.3,86.0,7.4,97.2,"21,599",2.8
2011-15,NTA2010,8105,8,Rosedale,2.5,83.0,8.8,96.0,"27,438",4.0
2011-15,NTA2010,8106,8,Jamaica Estates-Holliswood,31.3,24.6,14.4,76.1,"26,254",23.9
2011-15,NTA2010,8107,8,Hollis,17.0,61.1,11.3,97.5,"21,633",2.5
2011-15,NTA2010,8108,8,St. Albans,1.5,87.5,7.1,98.9,"54,066",1.1
2011-15,NTA2010,8110,8,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,2.8,7.0,11.7,22.5,"27,882",77.5
2011-15,NTA2010,8112,8,Hammels-Arverne-Edgemere,4.6,48.4,27.0,83.3,"37,180",16.7
2011-15,NTA2010,8115,8,Far Rockaway-Bayswater,3.4,41.8,28.1,75.0,"53,847",25.0
2011-15,NTA2010,8117,8,Forest Hills,25.2,3.1,14.1,45.5,"86,168",54.5
2011-15,NTA2010,8118,8,Rego Park,31.7,2.8,17.7,56.1,"28,321",43.9
2011-15,NTA2010,8119,8,Glendale,4.1,0.9,33.5,39.5,"32,982",60.5
2011-15,NTA2010,8120,8,Ridgewood,7.8,1.8,49.3,59.8,"72,331",40.2
2011-15,NTA2010,8121,8,Middle Village,7.7,1.0,17.4,26.9,"37,635",73.1
2011-15,NTA2010,8122,8,Flushing,70.5,4.1,14.6,91.9,"69,818",8.1
2011-15,NTA2010,8123,8,College Point,33.1,2.0,36.5,74.7,"25,743",25.3
2011-15,NTA2010,8125,8,Corona,13.8,17.7,60.4,92.7,"57,621",7.3
2011-15,NTA2010,8126,8,North Corona,6.7,3.6,88.0,99.0,"55,239",1.0
2011-15,NTA2010,8127,8,East Elmhurst,7.4,23.1,62.0,94.5,"22,471",5.5
2011-15,NTA2010,8128,8,Jackson Heights,23.0,2.0,56.7,84.0,"105,934",16.0
2011-15,NTA2010,8129,8,Elmhurst,46.7,1.5,43.4,94.1,"85,813",5.9
2011-15,NTA2010,8130,8,Maspeth,11.8,1.2,29.5,43.6,"27,749",56.4
2011-15,NTA2010,8131,8,Hunters Point-Sunnyside-West Maspeth,24.9,1.8,33.0,62.4,"66,359",37.6
2011-15,NTA2010,8133,8,Cambria Heights,0.9,89.7,5.3,98.3,"19,516",1.7
2011-15,NTA2010,8134,8,Queens Village,17.2,47.5,17.1,93.5,"54,446",6.5
2011-15,NTA2010,8135,8,Briarwood-Jamaica Hills,38.7,10.4,26.6,81.3,"40,767",18.7
2011-15,NTA2010,8137,8,Kew Gardens Hills,24.9,7.2,11.6,47.6,"39,267",52.4
2011-15,NTA2010,8138,8,Pomonok-Flushing Heights-Hillcrest,31.6,11.3,21.6,66.6,"35,075",33.4
2011-15,NTA2010,8141,8,Fresh Meadows-Utopia,49.7,4.5,14.4,71.8,"18,633",28.2
2011-15,NTA2010,8142,8,Oakland Gardens,46.3,2.1,7.4,59.9,"28,606",40.1
2011-15,NTA2010,8143,8,Bellerose,40.3,5.9,20.1,69.6,"27,349",30.4
2011-15,NTA2010,8144,8,Glen Oaks-Floral Park-New Hyde Park,36.6,4.9,8.6,53.2,"22,243",46.8
2011-15,NTA2010,8145,8,Douglas Manor-Douglaston-Little Neck,39.2,1.8,10.4,52.5,"25,762",47.5
2011-15,NTA2010,8146,8,Bayside-Bayside Hills,39.1,1.6,14.7,58.2,"45,773",41.8
2011-15,NTA2010,8147,8,Ft. Totten-Bay Terrace-Clearview,20.9,0.5,9.3,34.0,"22,455",66.0
2011-15,NTA2010,8148,8,Auburndale,44.3,1.5,12.3,61.3,"20,852",38.7
2011-15,NTA2010,8149,8,Whitestone,18.7,0.5,15.6,37.1,"31,877",62.9
2011-15,NTA2010,8150,8,Elmhurst-Maspeth,55.0,0.7,29.6,86.5,"26,105",13.5
2011-15,NTA2010,8151,8,Murray Hill,55.8,1.6,14.3,74.2,"51,815",25.8
2011-15,NTA2010,8152,8,East Flushing,62.7,1.0,18.3,84.9,"26,634",15.1
2011-15,NTA2010,8153,8,Woodhaven,23.4,4.2,54.0,84.8,"62,398",15.2
2011-15,NTA2010,8154,8,Richmond Hill,31.4,8.4,36.0,89.9,"66,720",10.1
2011-15,NTA2010,8155,8,South Ozone Park,24.8,23.3,21.2,94.3,"84,427",5.7
2011-15,NTA2010,8156,8,Ozone Park,22.5,5.7,43.4,75.9,"23,496",24.1
2011-15,NTA2010,8157,8,Lindenwood-Howard Beach,4.3,2.1,21.1,28.9,"28,700",71.1
2011-15,NTA2010,8160,8,Kew Gardens,17.9,7.5,22.8,51.2,"23,892",48.8
2011-15,NTA2010,8161,8,Jamaica,32.1,16.8,35.8,96.6,"54,985",3.4
2011-15,NTA2010,8162,8,Queensboro Hill,65.7,1.2,16.8,85.5,"21,755",14.5
2011-15,NTA2010,8163,8,Woodside,39.5,1.4,34.7,77.5,"46,132",22.5
2011-15,NTA2010,8166,8,Laurelton,1.1,89.6,5.6,98.8,"27,137",1.2
2011-15,NTA2010,8168,8,Queensbridge-Ravenswood-Long Island City,19.1,20.3,41.0,83.5,"18,595",16.5
2011-15,NTA2010,8170,8,Astoria,15.5,4.2,27.4,49.6,"77,579",50.4
2011-15,NTA2010,8171,8,Old Astoria,14.9,12.3,33.0,63.1,"28,974",36.9
2011-15,NTA2010,8172,8,Steinway,11.4,1.7,20.5,35.7,"48,680",64.3
2011-15,NTA2010,8176,8,Baisley Park,4.6,72.9,13.1,99.1,"38,368",0.9
2011-15,NTA2010,8501,8,Annadale-Huguenot-Prince's Bay-Eltingville,3.4,0.6,7.2,12.1,"29,190",87.9
2011-15,NTA2010,8505,8,New Springville-Bloomfield-Travis,15.7,5.8,14.1,37.6,"39,844",62.4
2011-15,NTA2010,8507,8,Westerleigh,8.0,3.6,13.6,27.5,"23,811",72.5
2011-15,NTA2010,8508,8,Grymes Hill-Clifton-Fox Hills,8.9,28.6,30.8,72.1,"22,124",27.9
2011-15,NTA2010,8511,8,Charleston-Richmond Valley-Tottenville,4.3,1.4,12.1,19.1,"24,589",80.9
2011-15,NTA2010,8512,8,Mariner's Harbor-Arlington-Port Ivory-Graniteville,10.0,30.7,35.0,77.3,"29,670",22.7
2011-15,NTA2010,8514,8,Grasmere-Arrochar-Ft. Wadsworth,12.0,5.3,13.7,32.7,"15,838",67.3
2011-15,NTA2010,8522,8,West New Brighton-New Brighton-St. George,4.1,35.8,31.6,75.7,"32,474",24.3
2011-15,NTA2010,8524,8,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,14.1,1.9,10.3,27.5,"31,989",72.5
2011-15,NTA2010,8525,8,Oakwood-Oakwood Beach,2.7,2.1,12.8,18.7,"21,454",81.3
2011-15,NTA2010,8528,8,Port Richmond,5.8,17.8,33.7,60.6,"19,626",39.4
2011-15,NTA2010,8532,8,Rossville-Woodrow,6.2,0.4,7.6,15.0,"20,931",85.0
2011-15,NTA2010,8535,8,New Brighton-Silver Lake,4.3,11.9,25.4,43.6,"18,420",56.4
2011-15,NTA2010,8536,8,Old Town-Dongan Hills-South Beach,9.8,3.9,14.5,30.3,"24,908",69.7
2011-15,NTA2010,8537,8,Stapleton-Rosebank,11.2,19.6,31.1,64.6,"26,257",35.4
2011-15,NTA2010,8545,8,New Dorp-Midland Beach,8.5,1.0,13.4,23.3,"20,968",76.7
2011-15,NTA2010,8548,8,Arden Heights,6.1,1.9,12.7,21.4,"26,298",78.6
2011-15,NTA2010,8554,8,Great Kills,4.7,0.1,8.8,14.6,"44,090",85.4
2011-15,CD,101,6,Financial District (CD1),15.7,2.3,6.8,28.3,"153,267",71.7
2011-15,CD,102,6,Greenwich Village and Soho (CD2),15.7,2.3,6.8,28.3,"153,267",71.7
2011-15,CD,103,6,Lower East Side and Chinatown (CD3),31.9,7.7,24.7,67.9,"163,970",32.1
2011-15,CD,104,6,Clinton and Chelsea (CD4),15.6,5.6,14.8,38.8,"149,404",61.2
2011-15,CD,105,6,Midtown (CD5),15.6,5.6,14.8,38.8,"149,404",61.2
2011-15,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),15.6,3.4,8.3,29.8,"146,468",70.2
2011-15,CD,107,6,Upper West Side (CD7),8.6,6.2,14.4,32.0,"194,444",68.0
2011-15,CD,108,6,Upper East Side (CD8),8.8,2.9,7.9,22.2,"220,697",77.8
2011-15,CD,109,6,Morningside Heights and Hamilton Heights (CD9),8.4,22.5,38.1,72.0,"131,157",28.0
2011-15,CD,110,6,Central Harlem (CD10),3.1,58.4,22.9,87.4,"131,891",12.6
2011-15,CD,111,6,East Harlem (CD11),7.5,29.3,46.8,86.1,"119,981",13.9
2011-15,CD,112,6,Washington Heights and Inwood (CD12),2.7,7.9,70.7,82.9,"216,487",17.1
2011-15,CD,201,6,Mott Haven and Melrose (CD1),0.8,26.2,70.5,98.5,"151,127",1.5
2011-15,CD,202,6,Hunts Point and Longwood (CD2),0.8,26.2,70.5,98.5,"151,127",1.5
2011-15,CD,203,6,Morrisania and Crotona (CD3),0.7,29.7,63.6,95.4,"168,883",4.6
2011-15,CD,204,6,Highbridge and Concourse (CD4),1.6,31.8,63.2,98.4,"141,348",1.6
2011-15,CD,205,6,Fordham and University Heights (CD5),1.5,27.0,68.8,98.6,"135,594",1.4
2011-15,CD,206,6,Belmont and East Tremont (CD6),0.7,29.7,63.6,95.4,"168,883",4.6
2011-15,CD,207,6,Kingsbridge Heights and Bedford (CD7),6.6,16.2,67.2,92.2,"128,610",7.8
2011-15,CD,208,6,Riverdale and Fieldston (CD8),5.2,12.9,45.7,66.0,"109,425",34.0
2011-15,CD,209,6,Parkchester and Soundview (CD9),6.9,29.4,58.0,97.2,"186,037",2.8
2011-15,CD,210,6,Throgs Neck and Co-op City (CD10),3.0,27.2,36.2,68.5,"123,919",31.5
2011-15,CD,211,6,Morris Park and Bronxdale (CD11),8.1,22.2,44.9,77.2,"130,836",22.8
2011-15,CD,212,6,Williamsbridge and Baychester (CD12),2.2,65.4,22.7,92.6,"143,106",7.4
2011-15,CD,301,6,Greenpoint and Williamsburg (CD1),6.6,4.1,23.2,36.1,"153,557",63.9
2011-15,CD,302,6,Fort Greene and Brooklyn Heights (CD2),8.8,26.1,16.6,55.5,"131,507",44.5
2011-15,CD,303,6,Bedford Stuyvesant (CD3),2.3,55.4,19.0,78.7,"139,904",21.3
2011-15,CD,304,6,Bushwick (CD4),4.7,17.5,62.8,86.6,"136,730",13.4
2011-15,CD,305,6,East New York and Starrett City (CD5),4.0,52.5,37.1,95.8,"154,119",4.2
2011-15,CD,306,6,Park Slope and Carroll Gardens (CD6),6.5,6.9,18.6,36.2,"115,910",63.8
2011-15,CD,307,6,Sunset Park (CD7),31.6,2.6,42.0,78.0,"152,612",22.0
2011-15,CD,308,6,Crown Heights and Prospect Heights (CD8),3.6,61.3,12.6,80.6,"125,410",19.4
2011-15,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),1.9,67.6,9.7,81.6,"111,688",18.4
2011-15,CD,310,6,Bay Ridge and Dyker Heights (CD10),23.9,1.4,15.1,42.1,"129,717",57.9
2011-15,CD,311,6,Bensonhurst (CD11),38.7,1.0,14.0,54.9,"189,387",45.1
2011-15,CD,312,6,Borough Park (CD12),13.4,2.1,11.7,29.0,"165,372",71.0
2011-15,CD,313,6,Coney Island (CD13),14.1,11.2,14.8,41.8,"107,818",58.2
2011-15,CD,314,6,Flatbush and Midwood (CD14),10.5,32.5,14.5,59.8,"161,205",40.2
2011-15,CD,315,6,Sheepshead Bay (CD15),16.5,3.6,8.4,29.9,"149,519",70.1
2011-15,CD,316,6,Brownsville (CD16),1.3,74.5,21.1,98.1,"125,747",1.9
2011-15,CD,317,6,East Flatbush (CD17),1.3,88.3,6.7,98.0,"136,522",2.0
2011-15,CD,318,6,Flatlands and Canarsie (CD18),4.5,62.8,8.1,77.1,"208,129",22.9
2011-15,CD,401,6,Long Island City and Astoria (CD1),14.6,6.6,27.8,51.6,"173,828",48.4
2011-15,CD,402,6,Woodside and Sunnyside (CD2),35.4,1.5,32.9,72.0,"138,596",28.0
2011-15,CD,403,6,Jackson Heights (CD3),16.2,5.0,66.8,89.8,"183,644",10.2
2011-15,CD,404,6,Elmhurst and Corona (CD4),33.5,8.0,50.3,93.5,"143,434",6.5
2011-15,CD,405,6,Ridgewood and Maspeth (CD5),7.7,1.3,36.0,46.0,"170,697",54.0
2011-15,CD,406,6,Rego Park and Forest Hills (CD6),26.8,3.1,15.0,48.1,"114,489",51.9
2011-15,CD,407,6,Flushing and Whitestone (CD7),51.3,2.0,17.1,73.0,"250,097",27.0
2011-15,CD,408,6,Hillcrest and Fresh Meadows (CD8),33.8,11.4,18.4,67.9,"159,996",32.1
2011-15,CD,409,6,Kew Gardens and Woodhaven (CD9),26.0,6.6,41.3,81.8,"153,010",18.2
2011-15,CD,410,6,South Ozone Park and Howard Beach (CD10),20.1,15.8,25.0,77.4,"136,623",22.6
2011-15,CD,411,6,Bayside and Little Neck (CD11),41.7,1.7,11.7,57.9,"120,993",42.1
2011-15,CD,412,6,Jamaica and Hollis (CD12),11.4,62.8,17.1,98.4,"236,745",1.6
2011-15,CD,413,6,Queens Village (CD13),15.0,56.0,11.7,87.7,"199,728",12.3
2011-15,CD,414,6,Rockaway and Broad Channel (CD14),3.6,35.7,23.9,65.3,"118,909",34.7
2011-15,CD,501,6,St. George and Stapleton (CD1),7.6,22.5,29.1,62.0,"172,382",38.0
2011-15,CD,502,6,South Beach and Willowbrook (CD2),12.6,3.7,13.1,31.0,"133,547",69.0
2011-15,CD,503,6,Tottenville and Great Kills (CD3),4.6,1.0,10.0,16.5,"166,552",83.5
2011-15,Subboro,1,5,Mott Haven/Hunts Point,0.8,27.9,68.5,98.3,"158,830",1.7
2011-15,Subboro,2,5,Morrisania/East Tremont,0.8,29.6,63.6,95.4,"170,324",4.6
2011-15,Subboro,3,5,Highbridge/South Concourse,1.6,31.8,63.2,98.4,"141,348",1.6
2011-15,Subboro,4,5,University Heights/Fordham,1.5,27.0,68.8,98.6,"135,594",1.4
2011-15,Subboro,5,5,Kingsbridge Heights/Mosholu,6.6,16.2,67.2,92.2,"128,610",7.8
2011-15,Subboro,6,5,Riverdale/Kingsbridge,5.2,12.9,45.7,66.0,"109,425",34.0
2011-15,Subboro,7,5,Soundview/Parkchester,6.9,29.5,58.0,97.1,"186,187",2.9
2011-15,Subboro,8,5,Throgs Neck/Co-op City,3.0,27.2,36.2,68.5,"124,045",31.5
2011-15,Subboro,9,5,Pelham Parkway,8.1,22.2,44.9,77.2,"130,836",22.8
2011-15,Subboro,10,5,Williamsbridge/Baychester,2.2,65.4,22.7,92.6,"143,158",7.4
2011-15,Subboro,11,5,Williamsburg/Greenpoint,6.6,4.1,23.2,36.1,"153,557",63.9
2011-15,Subboro,12,5,Brooklyn Heights/Fort Greene,8.8,26.1,16.6,55.4,"131,889",44.6
2011-15,Subboro,13,5,Bedford Stuyvesant,2.3,55.4,19.0,78.7,"139,904",21.3
2011-15,Subboro,14,5,Bushwick,4.7,17.5,62.8,86.6,"136,730",13.4
2011-15,Subboro,15,5,East New York/Starret City,4.0,52.5,37.1,95.8,"154,119",4.2
2011-15,Subboro,16,5,Park Slope/Carroll Gardens,6.5,6.9,18.6,36.2,"115,910",63.8
2011-15,Subboro,17,5,Sunset Park,31.6,2.6,42.0,78.0,"152,612",22.0
2011-15,Subboro,18,5,N. Crown Heights/Prospect Heights,3.6,61.3,12.6,80.6,"125,410",19.4
2011-15,Subboro,19,5,South Crown Heights,1.9,67.6,9.7,81.6,"111,688",18.4
2011-15,Subboro,20,5,Bay Ridge,23.9,1.4,15.1,42.1,"129,717",57.9
2011-15,Subboro,21,5,Bensonhurst,38.7,1.0,14.0,54.9,"189,387",45.1
2011-15,Subboro,22,5,Borough Park,13.4,2.1,11.7,29.0,"165,372",71.0
2011-15,Subboro,23,5,Coney Island,14.1,11.2,14.8,41.8,"107,818",58.2
2011-15,Subboro,24,5,Flatbush,10.5,32.5,14.5,59.8,"161,205",40.2
2011-15,Subboro,25,5,Sheepshead Bay/Gravesend,16.5,3.6,8.4,29.9,"149,519",70.1
2011-15,Subboro,26,5,Brownsville/Ocean Hill,1.3,74.5,21.1,98.1,"125,747",1.9
2011-15,Subboro,27,5,East Flatbush,1.3,88.3,6.7,98.0,"136,530",2.0
2011-15,Subboro,28,5,Flatlands/Canarsie,4.5,62.8,8.1,77.1,"208,145",22.9
2011-15,Subboro,29,5,Greenwich Village/Financial District,15.7,2.3,6.8,28.3,"153,267",71.7
2011-15,Subboro,30,5,Lower East Side/Chinatown,31.9,7.7,24.7,67.9,"163,970",32.1
2011-15,Subboro,31,5,Chelsea/Clinton/Midtown,15.6,5.6,14.8,38.8,"149,404",61.2
2011-15,Subboro,32,5,Stuyvesant Town/Turtle Bay,15.6,3.4,8.3,29.8,"146,468",70.2
2011-15,Subboro,33,5,Upper West Side,8.6,6.2,14.4,32.0,"194,449",68.0
2011-15,Subboro,34,5,Upper East Side,8.8,2.9,7.9,22.2,"220,697",77.8
2011-15,Subboro,35,5,Morningside Heights/Hamilton Heights,8.4,22.5,38.1,72.0,"131,157",28.0
2011-15,Subboro,36,5,Central Harlem,3.1,58.4,22.9,87.4,"131,891",12.6
2011-15,Subboro,37,5,East Harlem,7.4,29.7,46.5,86.1,"121,669",13.9
2011-15,Subboro,38,5,Washington Heights/Inwood,2.7,7.9,70.6,82.9,"216,535",17.1
2011-15,Subboro,39,5,Astoria,14.6,6.6,27.8,51.6,"173,828",48.4
2011-15,Subboro,40,5,Sunnyside/Woodside,35.4,1.5,32.9,72.0,"138,596",28.0
2011-15,Subboro,41,5,Jackson Heights,16.2,5.0,66.8,89.8,"183,644",10.2
2011-15,Subboro,42,5,Elmhurst/Corona,33.5,8.0,50.3,93.5,"143,434",6.5
2011-15,Subboro,43,5,Middle Village/Ridgewood,7.7,1.4,36.0,46.0,"170,817",54.0
2011-15,Subboro,44,5,Forest Hills/Rego Park,26.8,3.1,15.0,48.1,"114,489",51.9
2011-15,Subboro,45,5,Flushing/Whitestone,51.3,2.0,17.1,73.0,"250,097",27.0
2011-15,Subboro,46,5,Hillcrest/Fresh Meadows,33.8,11.4,18.4,67.8,"160,025",32.2
2011-15,Subboro,47,5,Kew Gardens/Woodhaven,26.0,6.6,41.3,81.7,"153,164",18.3
2011-15,Subboro,48,5,Howard Beach/South Ozone Park,20.1,15.8,25.0,77.4,"136,623",22.6
2011-15,Subboro,49,5,Bayside/Little Neck,41.7,1.7,11.7,57.9,"121,032",42.1
2011-15,Subboro,50,5,Jamaica,11.4,62.8,17.1,98.4,"236,745",1.6
2011-15,Subboro,51,5,Bellerose/Rosedale,15.0,56.0,11.7,87.7,"199,745",12.3
2011-15,Subboro,52,5,Rockaways,3.6,35.7,23.9,65.3,"118,917",34.7
2011-15,Subboro,53,5,North Shore,7.6,22.5,29.1,62.0,"172,382",38.0
2011-15,Subboro,54,5,Mid Island,12.6,3.7,13.1,31.0,"133,508",69.0
2011-15,Subboro,55,5,South Shore,4.6,1.0,10.0,16.5,"166,591",83.5
2011-15,UHF42,101,4,Kingsbridge - Riverdale,4.5,11.0,42.6,60.4,"93,708",39.6
2011-15,UHF42,102,4,Northeast Bronx,2.9,57.9,25.8,89.0,"202,651",11.0
2011-15,UHF42,103,4,Fordham - Bronx Pk,4.9,24.1,60.6,91.6,"254,745",8.4
2011-15,UHF42,104,4,Pelham - Throgs Neck,7.1,20.8,51.2,81.4,"308,892",18.6
2011-15,UHF42,105,4,Crotona -Tremont,1.4,27.7,68.0,98.2,"213,356",1.8
2011-15,UHF42,106,4,High Bridge - Morrisania,1.2,33.6,61.9,98.4,"215,615",1.6
2011-15,UHF42,107,4,Hunts Point - Mott Haven,0.8,24.8,71.9,98.6,"141,085",1.4
2011-15,UHF42,201,4,Greenpoint,5.1,3.6,21.4,32.4,"132,935",67.6
2011-15,UHF42,202,4,Downtown - Heights - Slope,7.7,13.5,18.4,43.4,"246,166",56.6
2011-15,UHF42,203,4,Bedford Stuyvesant - Crown Heights,2.6,67.5,13.5,86.0,"331,606",14.0
2011-15,UHF42,204,4,East New York,3.3,54.6,37.2,97.2,"188,504",2.8
2011-15,UHF42,205,4,Sunset Park,35.8,2.2,45.5,85.1,"131,541",14.9
2011-15,UHF42,206,4,Borough Park,21.3,4.1,12.9,40.2,"342,436",59.8
2011-15,UHF42,207,4,East Flatbush - Flatbush,2.9,70.7,10.4,86.5,"302,525",13.5
2011-15,UHF42,208,4,Canarsie - Flatlands,3.9,64.3,8.8,78.6,"207,112",21.4
2011-15,UHF42,209,4,Bensonhurst - Bay Ridge,27.3,1.3,14.2,44.2,"209,288",55.8
2011-15,UHF42,210,4,Coney Island - Sheepshead Bay,17.6,6.3,11.4,36.8,"280,786",63.2
2011-15,UHF42,211,4,Williamsburg - Bushwick,5.1,27.0,47.2,81.0,"222,360",19.0
2011-15,UHF42,301,4,Washington Heights,2.9,11.7,66.5,83.2,"269,556",16.8
2011-15,UHF42,302,4,Central Harlem - Morningside Heights,5.4,52.0,23.9,84.3,"177,406",15.7
2011-15,UHF42,303,4,East Harlem,7.6,28.4,47.8,86.2,"113,171",13.8
2011-15,UHF42,304,4,Upper West Side,8.8,6.3,15.8,33.6,"220,571",66.4
2011-15,UHF42,305,4,Upper East Side,8.9,2.9,8.0,22.4,"221,448",77.6
2011-15,UHF42,306,4,Chelsea - Clinton,15.5,5.5,14.6,38.5,"149,683",61.5
2011-15,UHF42,307,4,Gramercy Park - Murray Hill,16.0,3.3,8.4,30.2,"129,167",69.8
2011-15,UHF42,308,4,Greenwich Village - SoHo,17.8,2.5,6.7,31.2,"82,305",68.8
2011-15,UHF42,309,4,Union Square - Lower East Side,25.9,6.4,20.6,56.1,"198,713",43.9
2011-15,UHF42,310,4,Lower Manhattan,23.0,3.9,10.9,41.5,"58,084",58.5
2011-15,UHF42,401,4,Long Island City - Astoria,16.7,5.5,27.1,52.0,"207,808",48.0
2011-15,UHF42,402,4,West Queens,25.7,5.9,51.8,85.1,"472,896",14.9
2011-15,UHF42,403,4,Flushing - Clearview,50.2,1.9,16.6,71.4,"261,157",28.6
2011-15,UHF42,404,4,Bayside - Little Neck,42.0,1.9,11.4,58.0,"90,957",42.0
2011-15,UHF42,405,4,Ridgewood - Forest Hills,15.9,2.1,27.2,47.2,"251,807",52.8
2011-15,UHF42,406,4,Fresh Meadows,36.0,7.1,16.0,61.9,"100,900",38.1
2011-15,UHF42,407,4,Southwest Queens,23.2,10.9,33.6,79.7,"289,601",20.3
2011-15,UHF42,408,4,Jamaica,16.9,51.3,18.3,93.3,"308,284",6.7
2011-15,UHF42,409,4,Southeast Queens,17.2,43.1,12.9,78.0,"314,645",22.0
2011-15,UHF42,410,4,Rockaways,3.6,35.7,23.9,65.3,"118,917",34.7
2011-15,UHF42,501,4,Port Richmond,6.9,26.4,34.7,70.2,"66,613",29.8
2011-15,UHF42,502,4,Stapleton - St. George,9.0,17.7,22.8,52.4,"123,248",47.6
2011-15,UHF42,503,4,Willowbrook,13.7,4.3,13.7,33.5,"87,600",66.5
2011-15,UHF42,504,4,South Beach - Tottenville,5.1,1.1,10.8,17.9,"195,020",82.1
2011-15,Borough,1,1,Bronx,3.6,29.6,54.6,89.7,"1,428,357",10.3
2011-15,Borough,2,1,Brooklyn,11.4,31.2,19.6,64.3,"2,595,259",35.7
2011-15,Borough,3,1,Manhattan,11.6,12.7,25.8,52.9,"1,629,507",47.1
2011-15,Borough,4,1,Queens,24.2,17.4,27.9,73.9,"2,301,139",26.1
2011-15,Borough,5,1,Staten Island,8.0,9.6,17.8,37.2,"472,481",62.8
2011-15,Citywide,1,0,New York City,13.4,22.4,28.9,67.5,"8,426,743",32.5
2010-14,NTA2010,501,8,Claremont-Bathgate,0.0,42.4,55.4,99.0,"33,205",1.0
2010-14,NTA2010,503,8,Eastchester-Edenwald-Baychester,1.6,68.8,24.2,96.4,"35,367",3.6
2010-14,NTA2010,505,8,Bedford Park-Fordham North,4.2,15.7,71.7,93.0,"53,362",7.0
2010-14,NTA2010,506,8,Belmont,1.7,15.1,60.3,78.9,"27,395",21.1
2010-14,NTA2010,507,8,Bronxdale,4.6,30.4,51.3,88.1,"35,587",11.9
2010-14,NTA2010,508,8,West Farms-Bronx River,4.4,24.6,66.2,97.7,"36,844",2.3
2010-14,NTA2010,509,8,Soundview-Castle Hill-Clason Point-Harding Park,1.9,36.6,58.1,98.3,"55,256",1.7
2010-14,NTA2010,510,8,Pelham Bay-Country Club-City Island,4.1,2.7,30.7,38.8,"26,963",61.2
2010-14,NTA2010,513,8,Co-op City,0.7,58.9,30.2,92.0,"47,442",8.0
2010-14,NTA2010,514,8,East Concourse-Concourse Village,1.3,34.2,61.3,98.6,"64,821",1.4
2010-14,NTA2010,517,8,East Tremont,1.0,26.9,69.5,98.4,"43,878",1.6
2010-14,NTA2010,522,8,North Riverdale-Fieldston-Riverdale,8.0,6.6,19.7,35.6,"27,264",64.4
2010-14,NTA2010,526,8,Highbridge,0.4,32.5,65.0,98.5,"38,793",1.5
2010-14,NTA2010,527,8,Hunts Point,0.4,23.3,74.0,99.0,"26,780",1.0
2010-14,NTA2010,528,8,Van Cortlandt Village,3.5,19.6,65.2,90.3,"49,787",9.7
2010-14,NTA2010,529,8,Spuyten Duyvil-Kingsbridge,4.8,8.6,37.4,53.4,"31,434",46.6
2010-14,NTA2010,530,8,Kingsbridge Heights,5.1,19.1,71.9,97.4,"30,088",2.6
